	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40540149667	643.472727273	443.0	2.29308
WT8	5.16898789061	493.417910448	374.0	2.01425
KO2	6.22577979498	695.120689655	459.0	2.25701
KO5	6.20492532327	572.733333333	443.0	2.27034
WT1	5.49794203929	587.773584906	412.0	2.27001
WT2	6.00561599017	570.507042254	445.0	2.35203
WT4	6.11369562169	730.835820896	485.0	2.13977
KO7	6.04588024955	644.534883721	415.0	2.2263
KO3	4.92077459563	577.727272727	366.0	2.27992
WT6	5.86256084916	568.622641509	403.0	2.05724
KO9	6.12768988941	636.56	419.0	2.28533
WT3	6.09931245168	572.873015873	425.0	2.35187
KO1	5.8787823146	551.542372881	405.0	2.27063
KO4	6.02708333048	643.105263158	431.0	2.13848
WT5	5.6742030101	553.55	396.0	2.19722
KO8	5.97274631271	560.438596491	397.0	2.06391
WT7	6.20041018864	558.625	437.0	2.12427
WT9	5.63375234131	561.266666667	406.0	2.21312
