	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3788515454	668.0	437.0	2.10089
WT8	5.16916114033	498.016393443	373.0	2.01451
KO2	6.28326309996	651.04	475.0	2.27924
KO5	6.21079499191	609.777777778	427.0	2.09119
WT1	5.49940922175	610.949152542	419.0	2.24798
WT2	6.01659524337	569.743243243	442.0	2.29327
WT4	6.049366781	600.804878049	459.0	2.15245
KO7	6.04437511197	661.789473684	433.0	2.24071
KO3	4.89528373762	535.275862069	377.0	2.0955
WT6	5.88080588502	635.117647059	416.0	1.96836
KO9	6.11292678931	605.886792453	417.0	2.33921
WT3	6.09092710186	585.417910448	436.0	2.32927
KO1	5.88783969677	573.52173913	418.0	2.24562
KO4	6.07480927807	612.881355932	431.0	2.28628
WT5	5.70039453391	594.063829787	390.0	2.16115
KO8	5.96141029089	553.275862069	395.0	2.12287
WT7	6.2042240664	599.092307692	434.0	2.05723
WT9	5.59382026384	530.217391304	403.0	2.06518
