#OTU ID	KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	OE4	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9	OE3
OTU_52	30	12	16	23	3	15	20	16	28	11	11	17	22	32	19	19	20	15	7	16	22	6	16	15	42	22	0
OTU_12	463	150	327	333	347	296	316	339	330	181	273	289	339	369	354	326	367	286	284	335	415	272	303	348	281	316	200
OTU_26	36	44	37	44	38	24	32	29	23	20	50	34	40	35	42	28	11	37	26	51	30	35	41	33	42	32	25
OTU_81	47	53	40	235	104	47	24	66	108	42	360	140	72	47	66	54	34	84	112	137	75	141	51	99	68	99	123
OTU_39	33	24	40	24	66	25	41	32	43	33	24	38	31	32	27	24	24	73	35	70	35	35	22	66	74	47	64
OTU_2	757	438	1017	552	1034	505	331	607	641	640	379	778	550	526	1141	636	611	1189	683	750	606	764	493	677	764	665	884
OTU_3	493	1031	671	1061	990	625	555	815	742	386	791	1101	855	847	705	1105	711	602	975	1031	506	1105	732	986	880	1089	1109
OTU_1	753	1972	875	875	403	2652	2158	1450	1189	3073	1628	378	691	1367	918	1075	2090	770	438	359	1238	393	1821	396	398	450	357
OTU_5	385	127	219	263	271	259	237	256	300	83	209	213	305	357	189	273	216	233	217	193	316	228	249	279	285	200	204
OTU_262	33	20	27	22	50	32	47	17	77	13	15	72	41	35	26	70	45	74	54	54	76	35	28	66	61	58	25
OTU_67	30	26	9	9	16	4	11	11	11	24	20	4	7	14	11	8	10	15	9	19	11	19	11	9	29	15	17
OTU_15	72	106	79	54	57	58	56	55	56	44	57	60	61	64	75	57	42	79	100	99	64	96	99	69	113	97	64
OTU_49	666	985	661	788	1176	529	437	642	788	573	441	1310	1016	675	913	693	533	964	1322	1240	706	1275	722	1166	1051	1136	1381
OTU_111	375	626	382	458	681	276	302	503	517	646	252	497	576	339	451	379	223	549	739	715	275	789	437	560	628	607	994
OTU_23	175	45	152	137	132	106	170	83	133	55	90	106	172	131	122	162	207	134	196	188	201	255	81	234	281	140	183
OTU_62	15	2	10	9	9	7	11	8	16	2	9	13	17	18	9	15	10	20	5	21	13	19	8	30	10	26	8
OTU_8	109	43	87	94	139	65	79	98	124	50	71	162	74	138	75	106	145	105	138	129	136	112	74	135	165	148	68
OTU_58	26	13	73	27	16	43	51	54	41	31	24	30	25	40	31	28	17	31	35	32	52	21	21	60	29	39	38
OTU_43	43	9	19	22	9	23	42	20	22	17	22	34	32	24	17	34	39	22	37	40	30	25	13	30	19	56	17
OTU_16	33	6	66	114	13	42	48	66	16	28	492	17	28	58	35	44	36	11	28	19	57	27	11	18	23	22	25
OTU_20	132	68	116	115	126	102	99	106	108	70	102	106	234	112	130	154	80	103	117	104	171	135	107	141	107	118	127
OTU_30	25	30	22	20	13	33	23	29	16	26	27	21	28	33	29	19	16	12	16	11	33	6	37	9	13	13	17
OTU_9	170	62	90	145	76	113	84	124	120	52	82	132	116	155	96	128	148	92	96	80	108	83	105	90	104	86	72
OTU_37	88	49	52	65	72	47	159	72	317	13	164	43	71	77	50	80	51	88	47	54	61	48	41	90	29	28	51
OTU_627	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_94	27	11	25	26	16	25	22	29	37	17	17	17	25	25	14	22	26	16	21	13	24	29	15	15	26	11	13
OTU_176	4	1	7	5	13	5	5	5	6	3	4	4	4	3	3	3	4	5	7	0	4	6	3	3	10	2	0
OTU_783	6	3	3	5	16	3	10	4	4	3	5	13	21	9	8	6	45	6	5	35	7	10	7	9	13	15	8
OTU_10	95	5	80	32	28	32	82	51	128	6	54	43	43	121	21	34	41	34	30	19	202	27	48	24	23	17	21
OTU_116	10	1	7	5	9	16	20	8	7	2	7	13	13	7	6	7	4	4	7	11	11	4	9	12	16	15	17
OTU_27	35	26	20	7	63	21	9	40	28	6	52	38	44	6	19	21	8	22	63	48	15	52	18	63	26	155	0
OTU_38	11	7	18	15	16	18	10	19	20	10	10	4	27	14	5	13	11	10	12	11	14	21	9	12	13	9	17
OTU_727	1	16	3	3	0	1	3	2	1	7	8	9	2	2	6	3	2	4	2	3	1	0	8	9	3	0	0
OTU_32	57	72	69	22	38	109	70	54	19	93	36	30	27	39	67	43	69	69	51	21	61	15	111	45	13	49	17
OTU_14	35	12	24	15	16	14	9	32	11	244	31	13	43	25	24	8	10	22	9	16	30	14	19	9	6	34	21
OTU_53	99	42	83	112	113	74	82	60	96	47	69	85	170	64	64	139	132	173	114	62	153	100	103	117	178	103	136
OTU_22	103	58	154	153	82	97	86	175	99	135	84	68	203	94	97	113	101	94	98	83	149	112	90	87	94	84	55
OTU_851	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
OTU_410	1	1	1	32	0	1	3	5	2	1	3	0	2	1	1	1	1	1	0	0	7	4	0	0	6	0	0
OTU_69	17	5	27	34	6	12	13	15	18	12	10	34	14	12	15	13	9	15	5	16	24	10	11	6	13	9	8
OTU_185	69	185	94	173	208	90	205	195	211	73	543	166	99	138	153	320	117	124	247	236	116	266	163	234	317	295	212
OTU_61	24	12	19	20	6	16	9	10	16	6	8	21	12	26	19	19	29	16	21	16	20	12	14	24	13	17	13
OTU_583	4	7	5	2	6	16	11	5	2	5	3	9	3	5	5	4	8	1	12	5	4	0	11	0	6	11	8
OTU_85	48	26	39	60	25	51	44	32	41	25	31	51	43	44	37	48	55	36	21	40	34	50	31	63	49	52	25
OTU_356	1	2	0	0	0	1	0	1	0	2	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0
OTU_13	195	100	147	178	221	156	275	139	194	74	113	217	158	132	107	156	234	137	210	185	164	195	91	279	201	198	251
OTU_4	258	1028	433	170	199	576	200	297	124	946	309	519	196	226	512	255	427	347	373	190	319	164	933	237	159	316	191
OTU_138	15	8	12	21	19	11	13	11	21	6	33	30	16	28	9	21	24	26	19	16	24	21	8	21	13	6	4
OTU_50	18	16	32	28	22	10	25	17	20	12	13	9	23	17	15	17	12	25	19	13	16	29	20	24	19	45	38
OTU_7	317	124	222	202	214	178	207	168	254	92	156	221	235	284	212	208	229	176	187	190	238	187	170	195	259	185	161
OTU_18	137	64	105	117	186	88	120	126	98	53	191	170	219	150	157	170	170	164	221	193	152	154	95	183	214	129	178
OTU_314	2	2	1	1	0	1	1	0	1	1	2	0	2	3	5	2	3	1	0	0	1	4	1	0	0	0	0
OTU_221	0	0	1	2	0	1	0	1	0	0	3	0	3	1	0	2	0	1	0	0	1	0	0	0	0	0	0
OTU_84	3	10	4	20	3	6	9	8	9	9	18	4	9	7	5	7	7	7	0	11	12	6	8	3	10	4	4
OTU_513	23	5	27	20	16	19	24	14	12	15	11	26	17	20	16	16	12	18	14	16	22	27	7	27	13	15	21
OTU_59	52	12	39	38	16	37	56	42	41	19	34	26	37	32	21	32	31	36	19	13	38	29	20	48	52	24	8
OTU_54	35	18	34	32	22	18	25	26	24	19	21	17	22	42	23	18	15	26	19	27	19	21	18	33	13	17	8
OTU_72	43	21	40	28	44	25	36	26	42	8	31	43	43	67	33	36	39	31	33	32	40	25	30	27	19	30	21
OTU_323	3	1	1	2	0	1	1	2	1	1	3	4	1	2	3	2	1	2	2	0	0	0	1	3	0	2	0
OTU_99	22	23	44	15	28	13	3	17	19	20	8	30	18	13	38	11	6	26	19	13	12	33	22	12	19	26	59
OTU_102	4	1	4	62	9	2	2	8	9	3	1	4	5	2	13	4	4	4	12	48	6	2	11	3	13	6	4
OTU_128	8	4	11	6	6	4	11	10	7	5	1	4	4	10	6	6	8	5	5	8	10	2	3	3	10	0	4
OTU_93	44	20	40	14	38	19	14	14	16	31	10	47	15	21	40	16	31	32	23	24	19	27	16	15	23	15	30
OTU_780	32	8	28	50	28	16	28	20	34	5	128	38	162	7	17	17	43	32	93	29	14	37	76	36	39	32	51
OTU_938	17	5	20	14	13	19	10	13	16	6	12	17	17	11	11	13	11	15	7	11	18	12	12	18	19	11	4
OTU_239	0	0	2	2	0	0	18	1	1	0	1	0	1	2	1	3	1	1	2	5	0	0	4	9	0	2	0
OTU_24	52	18	41	44	44	30	38	44	52	38	27	30	46	64	36	47	51	30	37	43	36	23	36	45	26	43	34
OTU_28	65	40	39	43	41	21	40	23	88	13	32	34	33	47	19	43	70	37	42	19	41	25	56	36	45	41	25
OTU_11	86	213	121	86	107	56	25	73	69	136	53	77	75	73	98	89	35	161	75	46	55	100	118	162	84	140	149
OTU_171	5	7	7	5	3	5	3	5	3	3	3	4	4	8	3	7	3	11	5	0	5	8	3	3	16	2	17
OTU_423	2	3	2	2	0	4	5	3	3	0	2	4	4	2	3	1	2	1	2	0	2	0	0	3	0	0	0
OTU_66	20	6	14	23	16	24	14	19	22	11	10	17	16	18	9	19	15	17	12	8	16	12	12	27	6	19	8
OTU_202	5	6	6	6	0	5	3	4	5	4	8	4	4	4	7	5	6	7	5	3	3	2	4	3	0	2	4
OTU_246	18	7	21	13	13	16	11	19	21	6	11	0	13	18	5	13	11	16	12	11	12	15	7	21	10	15	21
OTU_290	4	3	3	9	0	6	4	5	5	5	10	0	4	4	2	9	3	5	2	3	7	2	11	3	0	0	0
OTU_130	4	2	4	3	3	4	3	4	2	1	4	4	11	6	3	4	0	7	0	8	13	6	14	12	0	2	13
OTU_161	13	7	22	21	13	15	11	11	14	11	14	30	9	7	11	14	14	15	14	21	14	12	12	24	23	6	8
OTU_265	5	1	3	6	0	3	5	2	2	0	3	0	2	5	0	2	1	1	7	5	2	0	6	3	0	0	0
OTU_333	0	1	0	1	0	1	3	2	2	1	1	0	2	1	0	0	1	0	0	0	1	0	3	3	0	2	0
OTU_712	1	0	2	1	0	1	1	2	1	1	1	0	0	1	0	2	1	1	0	0	1	0	0	0	0	2	0
OTU_790	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_21	81	31	94	44	66	40	57	41	31	59	48	55	34	73	130	49	36	99	63	96	52	46	24	48	42	43	47
OTU_157	7	1	7	6	6	3	8	4	7	2	4	0	4	5	6	4	8	5	9	5	3	4	5	12	10	4	8
OTU_230	12	6	9	9	6	8	18	7	31	9	15	13	16	4	9	13	6	8	12	8	8	2	1	18	13	6	25
OTU_288	3	1	1	0	0	1	1	1	3	2	1	0	2	4	1	2	1	1	0	0	5	0	1	0	0	0	0
OTU_119	8	2	5	9	3	5	5	2	4	1	2	0	3	10	3	9	4	8	7	5	6	4	3	3	3	4	8
OTU_848	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0
OTU_48	27	8	19	35	19	12	31	22	29	13	21	21	72	27	15	27	32	19	33	43	46	19	9	21	32	17	25
OTU_71	3	1	3	7	9	1	4	0	37	3	3	0	4	6	4	9	10	11	5	24	30	15	0	21	6	9	8
OTU_242	10	7	5	15	3	8	6	6	7	5	9	13	10	7	8	9	11	7	2	3	8	2	10	6	3	2	0
OTU_76	80	12	48	35	35	15	35	30	40	21	37	34	25	35	42	40	16	40	61	54	18	62	43	63	42	39	59
OTU_457	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
OTU_33	65	41	70	103	38	101	48	84	63	98	65	60	79	70	82	83	56	58	44	48	70	62	42	51	42	75	72
OTU_233	3	1	1	0	6	3	3	2	2	1	4	0	1	1	3	0	0	1	0	0	1	2	1	0	0	0	0
OTU_98	15	11	15	14	16	12	12	14	17	8	8	13	18	17	10	13	13	14	28	19	14	14	4	9	13	17	21
OTU_350	21	7	8	10	0	9	8	12	5	3	10	9	9	10	3	11	12	12	2	3	5	8	14	0	13	4	0
OTU_471	1	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0
OTU_112	4	4	14	15	19	6	11	6	10	4	2	9	8	7	7	6	8	6	16	35	6	6	5	15	10	6	4
OTU_68	3	0	0	2	6	6	2	62	9	0	0	0	4	8	25	5	3	1	2	11	0	8	1	15	19	0	0
OTU_90	7	23	10	3	3	13	7	7	3	16	1	34	4	8	9	7	5	11	12	11	5	2	14	0	10	11	21
OTU_36	20	32	22	8	19	18	10	18	15	10	24	21	19	21	15	26	13	19	12	13	16	25	24	15	49	32	13
OTU_17	55	9	76	52	22	38	155	114	35	28	54	17	34	40	100	46	48	36	33	27	37	29	10	45	13	30	30
OTU_29	44	64	64	62	101	38	55	43	57	48	66	72	78	65	64	58	68	55	79	134	78	98	68	78	68	112	110
OTU_418	44	12	34	52	57	18	49	40	42	31	13	51	39	29	27	67	80	25	61	48	47	56	27	66	74	32	42
OTU_148	5	2	3	4	6	1	4	5	5	2	6	4	4	2	3	3	4	4	2	0	3	2	1	3	0	2	4
OTU_293	7	0	4	7	3	3	4	6	9	4	1	17	9	8	8	7	3	13	9	8	4	12	4	6	6	6	25
OTU_110	11	13	5	10	9	5	10	10	8	6	12	4	11	6	5	9	7	8	5	3	9	10	5	3	3	6	17
OTU_304	9	5	7	18	3	5	10	8	9	4	13	4	14	10	9	14	11	9	5	8	10	12	6	3	6	2	4
OTU_104	2	12	4	1	6	1	3	2	13	6	0	0	6	7	22	2	1	3	0	0	3	2	4	3	0	0	4
OTU_40	25	9	10	30	6	6	10	11	5	28	13	13	43	26	17	25	19	11	16	16	18	37	5	12	19	13	13
OTU_141	8	2	7	3	0	6	6	4	5	1	4	13	2	4	1	2	3	2	0	5	2	2	3	3	0	2	0
OTU_402	4	2	7	7	6	3	3	4	4	3	3	4	5	4	1	4	6	3	5	11	4	0	3	6	3	6	8
OTU_57	4	21	5	12	3	10	11	7	4	11	6	9	10	6	9	7	7	23	9	8	10	4	13	6	6	6	4
OTU_73	62	31	40	62	79	29	43	35	34	17	33	64	35	37	38	57	71	50	54	38	55	54	37	57	65	54	25
OTU_168	4	2	3	3	3	4	3	4	2	3	3	0	4	5	2	4	3	0	2	0	3	2	3	0	3	2	0
OTU_42	20	5	22	19	0	9	11	11	13	2	6	4	18	17	6	14	16	14	9	3	13	4	13	6	3	6	4
OTU_75	39	8	36	34	19	30	24	33	32	8	19	9	31	34	15	32	32	23	14	27	30	27	20	24	13	19	21
OTU_91	28	8	32	13	3	20	16	11	14	6	8	17	12	14	16	5	15	8	12	5	13	6	20	3	0	9	4
OTU_485	19	6	21	17	9	14	11	14	15	11	13	17	11	16	13	15	13	15	9	13	15	14	11	9	13	11	13
OTU_35	53	50	47	43	47	23	28	40	38	19	27	43	49	62	39	35	37	37	51	62	41	52	40	54	81	41	47
OTU_729	11	30	15	13	6	12	10	15	11	20	15	9	18	11	15	10	4	17	7	5	13	4	24	0	10	13	8
OTU_123	19	7	14	12	19	25	22	28	19	8	4	21	13	20	8	20	17	16	19	19	59	23	14	9	42	19	25
OTU_200	5	0	2	2	0	2	5	2	3	2	4	0	1	3	1	2	2	1	0	3	3	2	0	3	3	0	0
OTU_47	29	4	61	6	22	6	14	10	9	20	7	4	7	4	25	10	8	35	7	16	5	6	5	12	16	13	4
OTU_103	5	5	2	8	9	1	5	14	2	2	12	9	6	5	1	5	1	6	12	8	3	8	3	9	13	19	21
OTU_60	61	27	46	39	66	31	56	54	61	28	31	51	49	42	38	38	36	72	33	62	53	35	39	69	74	37	25
OTU_46	24	28	22	17	9	16	32	26	10	13	39	9	17	30	21	17	17	17	16	5	19	10	33	6	10	11	4
OTU_19	94	43	77	66	126	64	82	71	66	24	66	128	65	86	67	74	56	73	93	137	74	118	39	90	97	151	76
OTU_343	23	25	15	37	32	18	34	19	14	2	27	13	26	19	29	20	17	38	19	16	13	46	18	24	39	52	21
OTU_74	13	7	16	14	16	11	30	15	19	4	8	30	17	14	15	12	15	18	19	13	11	10	11	9	26	24	4
OTU_197	11	0	31	15	0	2	17	3	2	0	1	9	14	54	3	20	1	1	9	3	1	4	18	12	3	6	0
OTU_34	38	4	20	38	19	5	63	4	16	15	32	38	34	8	18	32	21	40	21	29	22	39	2	18	39	22	8
OTU_88	13	10	10	14	6	24	19	14	31	8	46	9	15	7	15	17	15	11	7	5	10	10	11	3	13	6	8
OTU_86	29	12	25	21	16	22	36	29	27	15	18	26	18	24	19	20	15	20	19	24	18	12	16	30	16	15	21
OTU_6	162	92	114	87	113	102	80	118	102	43	129	145	93	128	90	102	99	107	100	147	139	147	105	150	136	118	115
OTU_125	38	10	28	30	35	18	34	18	17	8	20	17	37	15	30	20	19	23	30	40	10	8	11	36	39	28	25
OTU_661	24	28	15	17	19	13	17	23	15	10	29	26	19	22	19	20	13	10	16	19	11	12	26	15	10	28	8
OTU_31	20	5	43	21	13	12	53	43	7	11	8	4	21	27	18	14	8	15	12	8	34	10	19	6	10	4	8
OTU_113	9	2	5	5	9	5	2	5	3	1	6	4	4	2	4	6	4	4	2	8	6	4	4	6	3	2	8
OTU_398	2	0	2	1	3	3	0	2	1	1	0	0	1	1	1	0	1	2	0	0	1	4	0	3	0	0	4
OTU_44	17	2	14	15	19	18	9	8	11	12	5	9	19	21	33	22	13	25	19	32	13	21	7	21	16	13	8
OTU_887	2	2	4	5	0	3	5	5	5	4	5	4	1	4	3	4	2	4	5	0	5	4	2	0	0	2	4
OTU_236	9	6	8	11	6	6	42	4	15	3	6	4	6	7	4	8	6	17	12	11	5	8	9	18	19	4	4
OTU_214	5	3	5	11	0	5	3	15	4	5	3	9	4	5	4	5	15	3	5	5	14	12	3	6	10	4	0
OTU_154	9	2	6	5	0	7	7	9	5	1	7	0	6	4	5	5	3	3	5	8	4	4	1	6	6	4	0
OTU_278	0	3	0	1	0	1	1	1	2	1	3	0	1	0	1	1	0	1	0	0	3	2	1	0	0	0	0
OTU_55	29	10	15	20	13	10	24	14	28	8	23	13	26	19	16	20	26	21	14	16	12	25	15	3	3	22	13
OTU_159	10	7	4	5	3	5	3	4	3	2	8	17	8	7	15	4	6	6	5	3	6	4	9	3	0	2	8
OTU_41	25	0	38	28	0	20	29	29	5	20	6	4	8	24	76	20	11	8	16	13	16	8	1	12	10	2	8
OTU_25	72	109	57	50	57	67	45	58	46	48	62	72	62	70	76	55	48	61	63	48	52	66	99	54	107	99	76
OTU_100	7	3	5	6	3	11	9	5	6	10	10	9	5	9	7	6	4	6	14	11	7	8	11	9	6	6	8
OTU_282	0	1	1	0	3	0	0	1	2	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_109	9	2	6	9	3	5	3	5	7	3	1	0	4	10	11	8	6	4	0	3	3	4	2	0	0	9	0
OTU_372	0	0	2	0	0	1	3	1	0	3	0	0	1	3	2	1	1	1	0	3	1	0	0	0	0	0	0
OTU_87	30	24	46	40	44	27	15	29	38	29	21	17	29	62	43	43	68	43	26	35	41	41	16	42	23	39	55
OTU_201	5	2	2	3	6	2	1	2	5	0	1	0	1	6	1	6	12	1	2	0	4	2	2	6	6	2	4
OTU_80	18	43	9	15	19	7	20	11	9	11	4	26	7	12	10	13	6	13	12	16	15	14	4	18	23	17	13
OTU_70	30	26	20	21	9	29	18	17	9	15	8	13	14	27	19	18	22	22	14	19	25	17	38	3	13	17	17
OTU_589	0	1	1	1	0	1	1	2	1	0	1	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0
OTU_82	20	7	13	12	6	17	16	12	9	9	20	0	17	12	12	11	11	14	5	11	18	10	6	12	13	13	0
OTU_241	7	2	7	4	6	6	8	3	4	2	2	0	5	5	2	4	2	7	5	5	2	4	4	6	10	9	8
OTU_136	5	3	4	3	6	3	4	5	3	1	7	0	5	4	3	6	1	4	0	3	2	2	5	9	3	0	0
OTU_837	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_888	3	0	4	4	3	3	4	6	2	0	8	4	3	5	9	2	1	2	2	3	2	6	9	0	0	6	4
OTU_198	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	12	0	0	0	0	1	0	0	0	0	0	0
OTU_194	11	3	9	6	3	10	14	7	11	2	10	4	9	7	9	7	7	10	5	0	5	0	4	9	3	9	13
OTU_65	28	12	49	14	9	23	16	15	36	9	22	17	7	29	7	14	16	8	23	11	13	4	16	12	10	17	17
OTU_175	4	0	1	3	0	1	5	2	2	2	2	0	1	5	1	2	2	3	2	0	1	4	3	3	0	0	4
OTU_89	19	4	24	10	25	23	32	23	8	13	8	9	11	16	24	15	15	18	12	24	20	12	7	15	16	13	8
OTU_190	43	12	35	35	25	29	36	36	35	24	28	34	31	43	25	32	34	58	21	51	44	31	21	24	55	41	38
OTU_216	6	2	4	6	0	6	3	2	4	1	3	0	3	8	3	3	6	5	5	0	5	0	3	0	10	9	0
OTU_107	8	3	23	12	9	17	27	16	10	7	8	0	11	19	13	11	10	15	14	8	18	15	5	24	13	13	4
OTU_180	2	2	3	2	0	0	2	1	1	0	1	0	1	1	3	2	3	1	5	0	2	0	3	0	0	4	0
OTU_131	9	0	2	3	3	6	0	1	4	15	0	0	1	1	1	1	1	3	0	3	3	0	3	0	0	0	0
OTU_220	4	2	0	10	0	1	1	2	0	0	0	4	2	0	0	1	1	3	0	5	1	6	4	0	0	0	0
OTU_206	2	0	5	3	3	1	4	2	4	2	1	4	3	1	3	3	1	3	0	3	3	0	2	3	3	2	4
OTU_105	3	27	2	9	9	6	3	8	10	3	11	4	8	9	3	8	6	8	5	5	12	0	7	0	10	4	0
OTU_140	7	27	11	7	3	7	5	5	7	14	8	17	10	12	10	7	6	10	12	3	7	6	18	3	3	6	8
OTU_405	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_743	3	2	6	5	6	3	3	3	2	3	2	0	3	4	2	4	3	3	2	5	2	2	3	3	3	0	4
OTU_927	1	2	0	1	0	1	1	1	1	0	2	0	1	0	0	0	1	1	0	0	0	0	1	0	0	2	0
OTU_562	1	0	1	1	3	1	0	1	0	0	0	4	1	1	1	0	0	1	0	3	0	2	0	3	6	6	8
OTU_83	21	19	16	15	9	16	16	16	12	13	16	9	16	18	20	17	13	18	19	11	16	10	28	12	16	30	21
OTU_536	2	0	8	3	0	1	1	2	1	2	0	0	1	0	1	2	1	1	2	0	1	0	0	0	0	0	0
OTU_163	3	2	8	6	0	8	3	6	4	1	1	4	3	5	3	4	3	4	2	5	4	4	2	3	3	2	4
OTU_78	11	6	7	7	13	6	10	9	5	4	5	4	12	18	6	7	8	4	2	5	11	2	9	3	6	4	0
OTU_430	1	1	1	0	6	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0
OTU_275	2	0	3	0	0	1	0	2	0	1	2	0	2	3	1	1	1	1	2	0	1	0	1	0	0	0	0
OTU_948	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_445	5	3	2	2	3	1	4	1	3	1	1	0	0	2	2	2	3	1	0	3	2	0	3	0	0	0	4
OTU_134	12	4	6	6	0	4	7	4	5	4	1	0	8	11	3	7	6	5	7	0	3	4	3	6	3	2	4
OTU_143	6	4	5	3	3	10	3	2	2	3	5	4	4	4	10	5	6	4	5	3	3	4	3	3	6	0	4
OTU_277	2	2	2	1	0	3	2	5	1	0	2	0	0	2	3	1	1	0	2	3	1	0	0	6	6	0	0
OTU_438	1	2	4	2	0	0	1	1	1	0	2	0	2	2	3	1	1	0	0	0	0	0	1	3	0	0	0
OTU_153	5	3	9	5	6	4	12	9	6	1	6	4	3	6	3	3	3	3	2	3	5	0	3	6	3	2	8
OTU_158	3	2	1	1	3	3	3	2	1	2	1	9	1	2	2	2	3	1	5	0	2	2	3	0	0	6	4
OTU_283	3	4	2	1	3	5	4	2	2	4	3	4	3	2	3	1	5	3	7	0	4	2	9	6	3	2	4
OTU_414	0	1	2	3	3	1	0	2	1	1	2	0	1	1	1	1	1	0	0	0	1	0	0	0	3	0	0
OTU_407	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_512	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_169	1	6	0	2	0	0	1	1	4	4	15	4	1	2	0	2	1	1	7	0	0	2	2	6	0	2	4
OTU_172	3	1	8	3	3	1	3	7	2	1	0	9	2	4	3	3	1	2	5	5	4	2	3	3	0	6	8
OTU_539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	1	4	1	0	0	0	0
OTU_56	33	13	23	29	38	29	32	26	33	12	22	9	33	26	14	27	28	24	35	27	44	31	26	21	26	24	30
OTU_908	4	6	5	5	9	3	4	2	2	4	3	13	2	4	5	2	5	3	9	11	3	4	5	6	6	11	21
OTU_64	41	3	14	19	6	14	4	9	10	1	18	13	13	10	16	31	12	8	2	13	35	29	16	30	19	24	4
OTU_465	1	2	1	1	0	0	1	1	1	2	0	0	1	0	1	0	1	0	0	3	0	0	0	0	0	0	0
OTU_97	6	17	2	0	0	4	7	0	0	3	6	4	3	4	2	3	4	1	2	0	20	4	6	6	0	4	0
OTU_174	4	2	1	3	3	2	5	4	11	2	6	0	2	4	2	2	4	2	2	0	5	0	3	3	6	2	0
OTU_144	0	2	3	2	3	6	3	2	1	4	1	9	1	1	2	1	3	3	0	0	1	0	2	0	0	2	0
OTU_922	2	1	2	2	3	0	1	2	0	1	0	0	0	0	1	0	1	0	0	0	1	2	1	0	0	2	0
OTU_716	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_593	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	2	0
OTU_929	2	0	2	2	0	2	3	2	2	1	1	0	1	1	1	1	2	3	5	3	3	2	1	0	3	4	0
OTU_829	2	0	1	1	3	1	4	2	4	2	1	0	0	2	1	2	1	2	0	0	1	6	1	0	3	4	0
OTU_737	0	0	1	1	3	0	1	1	1	1	1	0	1	0	1	0	1	0	0	3	0	0	1	0	0	2	0
OTU_281	4	2	2	4	3	1	0	1	2	1	3	0	1	3	5	4	2	1	0	3	1	0	0	0	0	0	0
OTU_77	4	1	9	7	6	13	9	5	6	3	2	9	23	2	9	11	11	14	9	8	11	8	1	3	10	9	8
OTU_92	13	15	9	12	9	13	10	9	14	5	8	4	11	9	7	7	13	12	2	11	13	6	11	12	10	17	4
OTU_232	1	2	2	5	6	2	1	4	3	3	2	0	4	6	3	2	1	6	2	5	3	4	7	6	0	0	0
OTU_210	1	1	4	2	0	0	1	1	2	1	0	9	3	2	3	2	0	1	0	0	1	2	1	3	0	2	0
OTU_362	2	1	2	4	3	1	3	1	2	1	3	0	1	4	1	2	0	1	2	5	1	0	0	3	0	2	4
OTU_943	4	1	3	2	3	1	0	2	0	0	0	4	4	0	1	2	0	1	0	5	1	8	1	3	0	6	0
OTU_120	15	2	9	17	3	7	7	23	9	15	20	4	18	8	9	10	15	13	7	24	13	8	7	9	10	11	0
OTU_482	1	1	1	0	0	0	0	1	1	0	0	4	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0
OTU_145	5	8	5	5	3	2	3	7	7	5	6	4	4	4	5	3	4	6	0	3	1	2	5	12	3	0	4
OTU_432	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0	0	0	0
OTU_184	4	8	4	5	3	6	14	7	7	2	9	9	8	7	5	8	8	7	2	5	5	4	5	6	6	2	4
OTU_310	1	0	2	4	0	2	1	1	1	5	3	0	1	1	3	4	1	1	2	0	0	0	1	0	0	0	4
OTU_503	1	0	1	3	0	4	2	2	2	0	1	0	1	1	2	1	1	3	0	0	2	0	1	6	6	2	0
