OUT	C.M1	C.M2	C.M3	GC.M1	GC.M2	GC.M3	Taxonomy
OTU_4268	1	2	1	0	0	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis
OTU_4269	1	2	1	1	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
OTU_4270	1	1	1	0	0	0	k__Bacteria;p__Candidate_division_OP3;c__;o__;f__;g__;s__
OTU_4271	1	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_4272	0	3	1	1	0	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__11-24;g__;s__
OTU_4273	3	2	0	0	0	0	k__Bacteria
OTU_4274	2	0	0	0	2	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-013
OTU_4275	3	5	4	4	2	6	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__;s__
OTU_4276	0	0	0	4	2	0	k__Bacteria;p__Cyanobacteria;c__Chloroplast
OTU_4277	37	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__
OTU_4278	0	0	1	0	1	1	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales;f__AKIW781;g__;s__
OTU_4279	2	0	1	1	0	0	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_4280	2	1	2	0	0	2	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_4281	1	2	1	2	0	2	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_4282	3	2	1	0	2	1	k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
OTU_4283	1	0	4	3	1	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Amb-16S-1034;g__;s__
OTU_4284	33	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_4285	0	1	0	1	0	1	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__;s__
OTU_4286	1	1	3	0	3	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales
OTU_4287	0	0	3	2	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae
OTU_4288	0	1	1	0	0	0	k__Bacteria
OTU_4289	1	0	1	3	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_4290	0	1	1	1	0	1	k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
OTU_4291	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
OTU_4292	1	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__
OTU_4293	1	0	3	2	1	1	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__env.OPS_17;g__;s__
OTU_4294	0	1	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_4295	0	0	2	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__
OTU_4296	1	1	0	1	1	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_4297	0	4	0	1	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_4298	1	4	1	0	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_4299	0	1	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_4300	1	1	1	1	0	0	k__Bacteria;p__Chloroflexi
OTU_4301	0	0	1	2	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Sporacetigenium;s__
OTU_4302	0	1	0	0	2	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
OTU_4303	1	0	1	0	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium
OTU_4304	0	0	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_4305	0	0	1	2	0	0	k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_RFP12_gut_group;o__;f__;g__;s__
OTU_4306	2	2	0	0	0	0	k__Bacteria
OTU_4307	0	0	0	1	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Gemmata;s__
OTU_4308	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
OTU_4309	0	1	0	2	0	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Thalassospira;s__
OTU_4310	2	2	2	1	1	0	k__Bacteria;p__Verrucomicrobia;c__UA11;o__;f__;g__;s__
OTU_4311	0	1	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
OTU_4312	2	0	2	0	2	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
OTU_4313	1	0	0	1	1	4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_4314	22	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_4315	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
OTU_4316	2	0	1	1	1	3	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_4317	4	2	1	3	1	2	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__unidentified_Acidobacteria;g__Blastocatella;s__
OTU_4318	0	0	0	0	1	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_4319	15	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__
OTU_4320	0	1	0	1	0	1	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_2;f__;g__;s__
OTU_4321	17	30	25	5	7	5	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__480-2;g__;s__
OTU_4322	2	1	2	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19;g__;s__
OTU_4323	1	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia
OTU_4324	1	2	1	1	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
OTU_4325	0	1	0	1	2	2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Stella
OTU_4326	0	1	1	2	0	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__RB41
OTU_4327	18	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_4328	10	4	5	5	1	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
OTU_4329	0	1	1	1	1	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales;f__AKIW781;g__;s__
OTU_4330	1	0	0	1	3	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-014;s__
OTU_4331	0	0	0	0	6	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-013
OTU_4332	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia
OTU_4333	1	0	1	1	1	1	k__Bacteria;p__Hydrogenedentes;c__;o__;f__;g__;s__
OTU_4334	1	7	7	1	2	6	k__Bacteria;p__Thermomicrobia;c__unidentified_Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
OTU_4335	2	8	3	5	1	4	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_4336	1	1	0	1	0	1	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__1959-1;g__;s__
OTU_4337	0	0	1	3	0	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9
OTU_4338	0	0	1	0	0	0	k__Bacteria
OTU_4339	1	1	0	1	0	1	k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
OTU_4340	5	1	1	0	0	0	k__Bacteria
OTU_4341	2	2	0	0	3	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
OTU_4342	2	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Moheibacter;s__Empedobacter_sp._C2-7
OTU_4343	0	1	1	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__
OTU_4344	0	1	1	1	2	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_4345	0	0	0	0	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_4346	0	2	4	2	0	0	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__MVP-88;f__;g__;s__
OTU_4347	0	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30;f__;g__;s__
OTU_4348	1	0	2	0	0	1	k__Bacteria;p__Proteobacteria
OTU_4349	1	1	1	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae
OTU_4350	0	0	1	1	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__
OTU_4351	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes
OTU_4352	0	0	2	1	0	1	k__Bacteria;p__Acidobacteria;c__Subgroup_22;o__;f__;g__;s__
OTU_4353	1	1	0	0	1	2	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__11-24;g__;s__
OTU_4354	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__unidentified_OPB35_soil_group;f__unidentified_OPB35_soil_group;g__unidentified_OPB35_soil_group;s__bacterium_enrichment_culture_clone_auto10_4W
OTU_4355	18	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU_4356	1	4	2	0	0	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
OTU_4357	0	0	1	0	0	1	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
OTU_4358	0	0	0	1	1	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__
OTU_4359	1	0	0	2	1	0	k__Bacteria;p__Actinobacteria
OTU_4360	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__YNPFFP1;g__;s__
OTU_4361	17	1	0	1	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto_1
OTU_4362	0	1	1	2	0	2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
OTU_4363	1	2	0	0	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
OTU_4364	4	5	4	4	1	1	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Thermoactinomyces
OTU_4365	3	1	2	4	0	1	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_4366	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Ruminobacter;s__
OTU_4367	15	12	9	9	0	3	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_4368	0	1	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
OTU_4369	39	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_4370	0	2	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pir4_lineage;s__
OTU_4371	0	1	1	0	1	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__;s__
OTU_4372	1	1	2	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__FFCH7168;g__;s__
OTU_4373	1	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__
OTU_4374	3	0	0	4	0	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010;s__
OTU_4375	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Herpetosiphonales;f__Herpetosiphonaceae;g__Herpetosiphon;s__
OTU_4376	0	2	1	0	0	2	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium
OTU_4377	0	3	3	1	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
OTU_4378	4	0	0	0	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_4379	6	1	3	2	2	6	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__
OTU_4380	1	1	0	2	0	2	k__Bacteria;p__Chloroflexi
OTU_4381	77	0	0	8	7	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__
OTU_4382	4	5	2	7	2	3	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__
OTU_4383	2	1	4	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__;s__
OTU_4384	3	2	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__;s__
OTU_4385	1	0	1	0	2	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__
OTU_4386	1	3	1	0	2	1	k__Bacteria;p__Proteobacteria
OTU_4387	0	2	0	0	0	1	k__Bacteria;p__Omnitrophica;c__NPL-UPA2;o__;f__;g__;s__
OTU_4388	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus_Xiphinematobacter;s__
OTU_4389	0	0	0	1	0	2	k__Bacteria;p__Acidobacteria;c__Subgroup_22;o__;f__;g__;s__
OTU_4390	0	0	2	1	1	1	k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__;s__
OTU_4391	1	0	0	2	0	1	k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__
OTU_4392	2	1	2	4	4	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__unidentified_Xanthomonadales;g__Acidibacter;s__
OTU_4393	0	1	0	2	1	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Gemmata;s__
OTU_4394	0	0	1	1	1	1	k__Bacteria
OTU_4395	1	3	1	1	1	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__
OTU_4396	0	0	1	5	0	2	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__
OTU_4397	0	0	1	1	0	1	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_4398	1	1	1	2	0	0	k__Bacteria
OTU_4399	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
OTU_4400	6	6	8	2	4	7	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__;g__;s__
OTU_4401	0	0	0	1	1	3	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae
OTU_4402	0	0	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteibacter;s__
OTU_4403	2	0	0	0	2	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_2;f__;g__;s__
OTU_4404	0	0	0	1	2	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_4405	0	2	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae
OTU_4406	1	7	6	5	2	3	k__Bacteria;p__Candidate_division_OP3;c__;o__;f__;g__;s__
OTU_4407	7	2	1	11	8	12	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__
OTU_4408	1	2	2	0	1	0	k__Bacteria
OTU_4409	0	0	0	1	1	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales
OTU_4410	2	0	0	1	2	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sh765B-TzT-29;f__;g__;s__
OTU_4411	0	4	1	1	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_4412	1	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae
OTU_4413	101	1	1	1	0	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoclostridium;s__Clostridium_bifermentans
OTU_4414	1	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
OTU_4415	5	1	7	1	1	1	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_4416	3	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Segetibacter;s__
OTU_4417	0	0	2	2	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Anaeromyxobacter
OTU_4418	0	0	1	2	1	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
OTU_4419	0	1	0	0	1	0	k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__;g__;s__
OTU_4420	7	10	8	7	3	3	k__Bacteria;p__Thermomicrobia;c__unidentified_Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
OTU_4421	0	0	0	0	0	1	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__;g__;s__
OTU_4422	2	0	2	0	0	2	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__Lineage_IIb;f__;g__;s__
OTU_4423	4	1	2	1	0	1	k__Bacteria;p__Planctomycetes;c__vadinHA49;o__;f__;g__;s__
OTU_4424	0	0	0	0	0	4	k__Bacteria;p__Planctomycetes
OTU_4425	0	0	1	1	0	0	k__Bacteria;p__Thermomicrobia;c__unidentified_Thermomicrobia;o__AKYG1722;f__;g__;s__
OTU_4426	0	0	0	1	0	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-012;s__
OTU_4427	1	3	1	2	1	3	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__Lineage_IIa;f__;g__;s__
OTU_4428	9	7	8	7	8	5	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis;s__
OTU_4429	1	2	2	0	3	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
OTU_4430	1	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_4431	1	3	2	1	1	3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30;f__;g__;s__
OTU_4432	1	0	0	5	2	1	k__Bacteria;p__Spirochaetes;c__unidentified_Spirochaetes;o__Spirochaetales;f__Leptospiraceae;g__Turneriella;s__Turneriella_parva
OTU_4433	5	21	5	5	5	6	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales
OTU_4434	1	0	4	0	2	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter
OTU_4435	0	0	0	0	0	0	k__Bacteria
OTU_4436	0	0	0	0	0	0	k__Bacteria
OTU_4437	1	0	0	1	1	0	k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__;s__
OTU_4438	3	2	1	1	3	1	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup_10;f__ABS-19;g__;s__
OTU_4439	4	2	3	5	3	3	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__Lineage_IIb;f__;g__;s__
OTU_4440	1	0	0	1	0	1	k__Bacteria;p__Actinobacteria
OTU_4441	1	1	0	0	0	0	k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
OTU_4442	0	0	0	0	1	2	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_garvieae
OTU_4443	0	3	0	1	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
OTU_4444	0	1	0	2	1	0	k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__;f__;g__;s__
OTU_4445	0	1	0	1	0	0	k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales
OTU_4446	0	1	0	5	0	3	k__Bacteria;p__Spirochaetes;c__unidentified_Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema_2;s__Treponema_sp._10:A:C25
OTU_4447	1	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__
OTU_4448	3	0	1	1	1	4	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
OTU_4449	1	2	2	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
OTU_4450	1	1	0	1	1	0	k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
OTU_4451	1	1	1	1	0	1	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_4452	0	0	0	1	0	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_5;s__
OTU_4453	8	4	4	6	7	9	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
OTU_4454	0	1	1	2	1	2	k__Bacteria;p__TM6;c__;o__;f__;g__;s__
OTU_4455	1	0	1	1	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_4456	0	0	0	4	0	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__Family_XIII_AD3011_group;s__
OTU_4457	0	0	2	3	0	2	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__unidentified_Acidimicrobiales;g__Candidatus_Microthrix;s__
OTU_4458	1	0	1	1	0	1	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_4459	1	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4
OTU_4460	33	27	25	8	20	21	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_4461	1	2	1	3	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_4462	22	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_4463	1	0	3	1	2	0	k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__;s__
OTU_4464	14	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__
OTU_4465	0	0	0	0	1	1	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
