#OTU ID	KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	OE4	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9	OE3
OTU_929	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0
OTU_829	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	2	0	0	1	1	0
OTU_737	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_281	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0
OTU_77	1	0	3	2	2	4	3	2	2	1	1	3	7	1	3	3	3	4	3	2	3	2	0	1	3	3	3
OTU_92	4	4	3	4	3	4	3	3	4	2	3	1	3	3	2	2	4	4	1	3	4	2	3	4	3	5	1
OTU_232	0	1	1	2	2	1	0	1	1	1	1	0	1	2	1	0	0	2	1	2	1	1	2	2	0	0	0
OTU_210	0	0	1	1	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0
OTU_362	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	2	0	0	0	1	0	1	1
OTU_943	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	2	0	1	0	2	0
OTU_120	5	1	3	5	1	2	2	7	3	5	6	1	5	3	3	3	4	4	2	7	4	2	2	3	3	3	0
OTU_482	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_145	1	2	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	0	1	0	1	1	4	1	0	1
OTU_432	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_184	1	2	1	1	1	2	4	2	2	1	3	3	2	2	2	2	2	2	1	2	1	1	1	2	2	1	1
OTU_310	0	0	1	1	0	1	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1
OTU_503	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	2	1	0
OTU_209	3	1	2	1	1	2	2	1	1	1	1	3	1	3	1	2	2	1	1	2	2	3	1	3	4	2	0
OTU_319	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_219	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
OTU_152	1	1	1	1	1	0	0	1	0	1	2	0	1	1	2	0	0	1	0	2	0	0	2	0	0	2	0
OTU_256	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1
OTU_213	2	1	1	1	0	1	1	2	0	1	1	1	1	2	1	2	1	0	1	1	1	0	1	1	0	0	0
OTU_260	1	2	1	0	2	2	1	1	0	1	0	3	1	2	1	1	1	1	1	1	1	2	3	1	0	2	3
OTU_537	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	2	0	1
OTU_404	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_182	1	2	1	2	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	2	1	1	0
OTU_285	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_269	0	0	1	1	0	1	2	0	0	0	0	0	0	1	0	1	1	1	1	2	0	2	0	1	2	1	1
OTU_146	4	1	6	3	3	3	2	4	3	2	2	0	2	1	2	2	3	2	1	2	2	3	1	1	2	3	1
OTU_137	1	1	2	1	0	0	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	3	3
OTU_106	0	7	0	0	0	1	0	3	0	1	2	1	1	1	1	0	1	0	0	0	3	0	7	0	2	0	0
OTU_117	3	0	2	3	3	2	2	2	2	1	1	1	2	4	2	2	3	1	1	3	2	1	3	1	0	1	1
OTU_45	5	1	5	4	7	4	5	4	4	2	3	6	5	5	5	4	4	4	2	6	4	5	4	11	8	2	4
OTU_312	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_531	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU_270	1	0	1	2	2	1	1	0	0	0	0	3	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0
OTU_177	2	0	0	3	1	0	1	1	1	1	3	0	1	0	1	2	1	0	0	0	1	1	0	1	0	0	0
OTU_318	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_334	3	0	4	3	1	1	3	3	2	2	1	1	2	4	12	11	2	4	6	6	2	3	2	4	3	2	5
OTU_63	5	6	5	4	1	8	5	6	3	4	5	1	6	3	7	3	4	6	6	3	8	3	8	2	3	3	3
OTU_126	3	1	2	3	4	3	3	2	3	2	1	5	2	1	3	2	1	4	2	2	2	2	1	2	3	1	4
OTU_79	2	4	2	2	2	3	2	2	3	4	1	3	2	3	3	1	1	3	1	2	2	1	2	1	0	1	1
OTU_203	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0
OTU_612	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_638	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_384	1	1	0	1	1	1	2	1	1	0	1	0	1	1	3	0	1	0	2	2	3	1	1	0	1	1	3
OTU_249	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1
OTU_317	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_331	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_298	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
OTU_254	0	1	0	0	1	1	3	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0
OTU_51	2	3	2	5	2	2	2	5	4	5	0	0	3	1	5	3	2	3	1	1	1	1	1	0	2	1	0
OTU_121	3	3	2	1	2	1	1	2	2	1	1	0	3	1	1	1	1	2	1	1	2	1	1	0	3	3	4
OTU_147	1	4	1	1	0	3	2	1	1	2	2	0	2	1	2	2	3	1	1	2	2	2	2	0	2	1	5
OTU_349	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_599	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_800	1	0	2	1	1	1	1	2	1	1	2	0	2	2	2	1	1	2	0	1	0	1	0	3	0	0	0
OTU_353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_127	4	1	4	2	3	3	5	4	4	2	2	3	3	2	2	3	2	6	1	6	3	2	2	2	1	2	5
OTU_556	2	2	1	2	0	2	3	1	2	1	1	1	3	3	3	1	1	1	0	0	2	1	1	0	0	2	1
OTU_380	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
OTU_248	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0
OTU_135	2	0	1	1	0	1	0	1	1	2	1	0	0	2	0	1	0	0	1	0	1	0	0	1	2	1	0
OTU_229	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_486	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_115	3	1	4	3	3	3	3	5	2	1	2	3	2	3	2	1	3	3	1	2	3	2	1	2	1	2	4
OTU_635	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_355	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_205	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
OTU_227	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
OTU_615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
OTU_150	1	0	0	1	0	1	0	1	1	0	1	0	3	0	1	0	0	1	1	1	6	1	0	1	0	1	0
OTU_189	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	3
OTU_306	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
OTU_122	0	1	1	1	0	1	3	0	1	2	1	1	1	0	2	1	0	1	0	0	2	1	1	0	1	1	1
OTU_711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_114	2	1	3	2	2	1	1	0	1	2	1	1	1	3	2	2	1	2	2	2	1	1	1	1	2	1	1
OTU_208	0	1	1	1	0	1	1	1	0	1	2	1	0	1	1	1	1	0	0	0	1	1	2	3	1	1	0
OTU_392	1	0	2	3	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	2	0
OTU_337	1	0	0	0	1	1	1	0	1	1	2	0	0	1	1	0	0	1	1	2	1	0	0	0	0	0	0
OTU_132	5	2	5	5	5	3	6	5	5	3	3	5	4	3	2	3	4	4	6	1	6	3	3	3	0	5	1
OTU_179	3	1	0	2	0	1	0	2	2	2	1	1	2	1	1	1	1	1	1	1	1	0	1	0	0	1	0
OTU_252	5	2	5	4	5	5	6	3	4	1	4	5	4	6	2	5	3	6	5	5	6	3	1	2	2	5	3
OTU_139	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	5	3
OTU_594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_600	4	3	5	5	6	2	3	2	3	2	3	3	7	3	2	5	2	3	6	6	3	5	4	5	11	4	8
OTU_747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_972	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_383	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_217	1	1	2	2	2	1	1	1	2	1	1	3	2	2	1	2	2	1	0	5	2	3	2	0	3	2	1
OTU_101	2	0	3	1	0	2	2	1	1	1	2	1	2	1	1	2	0	1	3	0	1	1	2	0	2	1	0
OTU_303	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0
OTU_395	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_476	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_273	1	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	1	0	0
OTU_769	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_413	1	2	2	1	1	1	4	1	1	1	3	0	2	1	1	1	1	3	3	1	3	1	1	0	0	1	1
OTU_326	1	0	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	0	1	0	1	0	1	1	4
OTU_223	1	1	1	1	2	0	2	0	3	0	0	0	1	0	0	1	1	0	1	1	8	1	1	0	0	1	0
OTU_266	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_108	4	2	4	4	1	3	6	6	4	2	3	6	3	2	4	3	2	4	1	4	6	2	2	4	4	3	0
OTU_412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_367	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1
OTU_473	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_207	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0
OTU_390	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_679	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_196	2	1	1	1	2	1	1	1	1	1	1	0	0	1	0	1	2	0	2	5	0	2	1	1	3	0	0
OTU_348	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_96	4	2	2	3	2	2	4	3	1	1	3	3	2	3	3	2	3	2	0	3	1	1	1	1	2	3	0
OTU_662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_516	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_763	1	0	2	1	2	1	0	2	2	0	1	0	1	1	1	1	1	1	1	2	1	1	1	0	2	1	0
OTU_186	2	0	1	1	1	1	0	1	1	1	0	3	1	0	0	1	1	1	1	1	2	0	1	1	0	1	0
OTU_428	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OTU_741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_357	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1
OTU_491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_481	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_572	1	1	1	1	2	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	2	1	3	1	1	3
OTU_501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_183	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_173	4	1	2	1	1	2	3	1	1	1	2	0	3	2	2	2	1	1	1	0	3	0	2	0	1	0	0
OTU_332	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_347	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_181	2	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	2	0	0	1	0	1
OTU_129	1	1	1	1	3	1	2	1	2	0	1	4	1	1	1	1	2	1	1	0	1	1	1	1	0	1	0
OTU_952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_215	1	0	1	0	0	1	0	2	1	2	1	1	1	1	1	1	1	1	0	2	1	2	1	1	0	1	0
OTU_240	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU_749	1	0	1	2	1	1	1	4	3	1	3	1	1	2	2	2	1	2	1	0	2	1	0	3	2	0	1
OTU_470	2	0	4	2	2	1	2	9	2	1	1	1	1	1	3	2	1	2	1	2	1	1	0	1	1	0	0
OTU_263	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0
OTU_311	2	0	2	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1
OTU_291	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	2	1	0	0	0	1	0	0	1	0	0
OTU_788	1	0	1	0	2	0	1	1	3	0	2	4	2	1	0	1	1	1	1	2	0	1	1	0	1	1	1
OTU_462	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_287	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_142	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1
OTU_286	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0
OTU_315	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
OTU_300	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	3	2	0
OTU_95	3	0	1	6	2	1	3	0	1	1	0	1	2	2	2	2	2	2	10	3	2	2	0	4	6	4	4
OTU_199	1	0	0	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	2	4
OTU_302	0	0	1	1	0	0	1	2	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1
OTU_654	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_253	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0
OTU_133	0	1	1	2	0	1	0	1	1	3	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0
OTU_234	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_295	1	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
OTU_890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_280	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_301	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_212	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0
OTU_957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_411	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_351	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_775	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
OTU_329	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_204	0	0	1	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_237	1	0	1	1	1	1	1	1	1	1	2	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0
OTU_340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_443	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
OTU_258	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1
OTU_162	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1
OTU_767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_488	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_211	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
OTU_688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_244	1	0	1	1	0	0	3	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1
OTU_359	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1
OTU_590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_268	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_118	1	2	3	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1
OTU_374	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_425	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_378	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_156	1	0	1	1	0	0	2	0	1	0	0	0	1	1	1	1	0	0	0	1	1	3	1	3	1	0	1
OTU_164	0	0	1	0	1	0	1	1	0	0	0	3	1	3	2	1	1	0	0	0	0	0	1	1	0	1	1
OTU_620	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_478	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_218	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
OTU_377	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_155	1	1	0	1	0	0	1	0	0	3	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0
OTU_124	1	0	1	1	2	1	4	1	2	0	0	0	1	1	0	1	1	1	0	2	0	1	1	2	1	1	1
OTU_882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_440	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224	1	1	1	1	0	2	1	1	1	1	2	1	1	1	1	1	1	0	0	1	1	1	1	1	2	1	0
OTU_444	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU_551	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_693	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0
OTU_228	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0
OTU_324	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_433	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
OTU_193	0	0	0	0	3	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0
OTU_557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU_609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_389	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_403	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_818	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_192	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_345	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0
OTU_657	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_505	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_344	0	1	1	1	1	0	1	1	1	0	3	0	2	1	2	1	2	1	1	2	2	1	1	0	1	1	0
OTU_187	1	0	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	2	0	0
OTU_641	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
