	sequences per sample	iteration	KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	OE4	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9	OE3
alpha_rarefaction_100_10.txt	100	10	5.0085347315	4.37443182912	5.10072754099	5.12521135115	4.76438630915	4.72971771818	5.00852201402	4.53004450034	5.17396174203	3.93106519436	4.88049343317	5.07334044107	4.96685932151	5.02479291135	4.925254088	4.84418468174	4.47387273942	4.9438353427	4.86721925265	4.5559559971	4.90311569252	4.68344434253	4.85359875656	5.20862575505	4.88621000585	5.10272650118	4.6768481534
alpha_rarefaction_100_11.txt	100	11	5.40188797079	4.33422722515	5.09763446142	5.44859831542	5.03286184182	4.50456203548	5.06521135115	5.03057477775	4.80704853624	3.98430371999	4.88249562532	5.05146159484	4.87549067414	4.61625887002	5.02814880659	4.79747433711	4.56820731525	4.74573305739	5.29563715202	4.83286349261	4.97698572083	4.75602509786	4.63333863224	4.68170534862	5.01824269102	4.850693816	4.87244340202
alpha_rarefaction_100_12.txt	100	12	5.15926878535	4.58305391743	5.01276022617	4.80879812225	5.0505320409	4.44574364949	4.60619578434	5.13942890966	4.83357074186	3.93521566963	4.5548228293	4.73563715202	4.81180430832	5.08846563074	4.76028108649	5.33940147004	4.64717941209	5.40557433662	4.98788541584	4.90947487754	5.09208166205	4.5955375573	4.59326968952	4.94888407054	5.05396174203	4.98176893254	4.86773893796
alpha_rarefaction_100_13.txt	100	13	5.50330506529	4.43676708787	5.09012926847	4.86546966663	4.63878676163	4.51335365919	4.62461028917	4.79923953689	5.04166768703	3.50427044042	4.62681766037	4.76253671138	5.13942890966	4.92579156605	5.06715015189	4.80831915286	4.4869024285	4.97186318712	5.14537147546	5.1321109105	4.96012096218	5.05273221147	4.76073084257	4.99222274812	4.9496951613	5.36230641059	4.60671391935
alpha_rarefaction_100_14.txt	100	14	5.42372350509	3.76720001717	5.17286184182	5.0048339974	5.00099093174	4.50940070152	4.70609261839	5.10366499643	4.68852201402	3.79523250541	4.56035002921	5.07572875064	4.94662844565	5.13724403632	5.00318602704	4.81418956356	4.67343698146	5.09856293964	4.77891944631	5.00985528561	4.78756859169	4.74035183804	4.74688463576	4.97101406462	4.94556069018	4.86337581684	4.18746697604
alpha_rarefaction_100_15.txt	100	15	5.45660836709	3.87687929562	5.49575619027	5.07461270848	4.93643294556	4.52937326189	4.8501136011	5.00537312625	4.9701136011	3.68415724212	5.02290918237	4.98704853624	5.36495303566	4.99392065597	4.74834659249	4.57850100651	4.52845140923	4.97128462301	4.82191541042	5.0243143121	5.12201702607	4.65127238011	4.5725310011	5.20291406512	4.90172619569	4.97563715202	4.90734793779
alpha_rarefaction_100_16.txt	100	16	5.22820731525	3.97303326381	4.68259216571	5.01644824278	4.67048882947	4.5853015646	4.99808091592	5.03832651394	4.62263709327	3.89084325679	4.80233061826	4.95717328477	5.03336788069	5.1463116215	4.93563715202	5.06677279815	4.53632920453	4.84392331192	4.81482828712	4.78704853624	4.95186318712	4.80820550642	4.69227103481	4.84068587985	5.05774629903	4.79845614429	4.6546948806
alpha_rarefaction_100_17.txt	100	17	5.27350056538	3.99060444325	5.10888407054	5.15940147004	4.6278422044	4.08643475679	4.95153234639	4.76124924723	5.05734565198	3.97716223111	4.60363413233	4.71317485893	5.0316924707	4.84061052367	4.81072125563	4.72187054819	4.73452665971	4.9238353427	4.74387807956	5.09144474732	5.10523879077	5.04943684581	4.89079035639	5.04007822533	5.06523879077	4.87792079161	4.40085317179
alpha_rarefaction_100_18.txt	100	18	5.06837968245	4.17221075248	5.21740416063	5.02398182058	5.024894527	4.29582859261	4.60751522973	4.86704853624	4.66302590273	4.43681137502	4.79350056538	4.69079035639	5.10298316588	5.31650712159	5.15675484497	4.94101837137	4.2506795945	4.85401719636	4.60564673896	4.34234609311	4.80729248346	5.0890869317	4.59991810102	5.01131511696	4.70208777762	4.88053940198	4.40943684581
alpha_rarefaction_100_19.txt	100	19	5.03433909577	4.29821162199	5.17254464753	5.01543429086	4.61957383724	4.37388451167	4.76663009644	5.29238287243	5.41475753557	4.1378622947	4.64333250492	4.76679022075	5.10253671138	4.98956590109	4.88699859875	4.97833923141	4.85808091592	5.24804719094	4.8642554333	5.0434169029	4.93278766579	5.18920596995	4.73926878535	4.78395257212	4.82580215815	4.95511746671	5.00677279815
alpha_rarefaction_100_20.txt	100	20	5.21269112541	4.34806974781	5.42801810052	5.24411615606	5.09276187696	4.01763141883	4.85282551989	5.10188797079	4.77991810102	4.29659109126	4.82492196662	4.70716074399	4.98749441566	4.75644861293	4.74640981268	4.64415724212	5.01891944631	4.91108300734	4.85598706613	4.51530160617	5.00721925265	4.65271368228	4.54752335932	4.97717328477	5.35766247612	4.93534834257	4.91391900518
alpha_rarefaction_100_21.txt	100	21	5.20621000585	4.17230657103	5.00590340366	5.11734565198	4.49655876888	4.40001629219	4.85472828711	4.58182438687	5.04785797621	4.47575619027	4.77782425123	5.09296308733	5.09134255659	4.66195526272	4.77517762616	4.94773893796	4.36063019051	4.73750235181	4.4224665349	4.97789277691	4.93350056538	4.90179637217	4.6484398419	5.19977162314	5.24637013016	5.26541421231	4.49497418992
alpha_rarefaction_100_22.txt	100	22	5.11524672692	4.07376640238	5.22505465131	5.17326968952	4.62249562532	4.33216744055	4.93756428494	5.19968722515	4.90014897688	4.18721031134	4.99336788069	4.73557864336	5.08621000585	5.32028108649	4.61469902691	5.03834430668	5.10595169036	4.91043550051	4.79310956521	4.64042756436	4.85346949635	4.59372781184	4.5143665354	5.13544958808	5.12847927717	5.02007822533	4.5697382683
alpha_rarefaction_100_23.txt	100	23	5.16026744005	4.27893474354	4.94314494098	5.15392065597	5.29031646226	4.18817987562	4.62034370845	5.22146953099	4.80849307036	3.94985528561	4.99270171751	4.78920596995	5.15196443263	4.75486937318	4.91100888492	4.97576678237	4.71242560928	4.74989802246	4.55227103481	4.97617628086	4.96069994332	4.82266634173	4.20424178686	4.73318031676	5.03708226122	5.07088137994	4.2164036971
alpha_rarefaction_100_24.txt	100	24	5.21891944631	4.67417897146	4.93740416063	5.00823475487	5.03621736692	4.41971631557	4.92759885063	5.11476812767	4.93949966122	4.08185188779	5.16047087629	5.07127238011	5.05250191068	5.12356338078	5.03901046986	4.29651755565	4.92762710035	5.20597912998	4.67275841733	4.99449922008	5.02621000585	4.91533775047	4.37028821254	5.09843025496	5.05734057671	5.03463849732	4.78192600252
alpha_rarefaction_100_25.txt	100	25	5.39947222159	4.27495319609	5.45717328477	5.03686668258	4.74444299723	4.74065844023	4.90298316588	4.93202496222	4.81004450034	4.05256904457	4.7767822846	4.79575619027	5.04047087629	4.93427551185	4.81617463007	4.91085213148	4.98437447155	4.77299052695	4.69232436377	4.93540850202	5.23375888087	4.69908122142	4.580973139	4.93199187225	5.10441555761	4.93359875656	4.40002136746
alpha_rarefaction_100_26.txt	100	26	5.14820731525	4.57569260635	5.32021091001	5.20562979094	4.83185259501	4.38723610017	5.04759785189	5.07452665971	5.22418468174	3.82736878486	5.00943684581	4.69851284412	5.12720866055	4.81763446142	4.71370037221	4.70885663091	4.37755910524	4.73260010186	4.668679084	5.09643294556	5.05192334657	4.98683130681	4.88230641059	4.92091675572	4.80762710035	5.03031646226	4.56612224873
alpha_rarefaction_100_27.txt	100	27	5.34065844023	4.31685303615	5.0025800233	4.83835452864	5.01375888087	4.62176342872	5.0105320409	5.10943684581	4.83740335054	4.12986410403	4.74595169036	4.74251818219	5.04025059253	4.94052087279	4.53129426989	4.70814373133	5.1476698372	5.0073102762	4.68398182058	4.93131511696	5.23743160026	4.8496951613	4.68485820507	4.99907957062	4.8268609723	4.85461270848	4.67108481618
alpha_rarefaction_100_28.txt	100	28	5.20556069018	4.70393860915	5.1870896223	5.08873759266	4.7543771275	4.32649576096	4.67332621956	4.8466711825	4.82046906746	4.15335365919	4.66028108649	4.72823475487	4.96111838312	4.76621165664	4.97480027242	5.01743160026	4.66307418943	4.81088137994	4.71077763891	4.64531461759	4.84316749786	4.78756859169	4.88925422364	4.64856724639	4.90305734191	4.78655934488	4.79954074728
alpha_rarefaction_100_29.txt	100	29	5.39947222159	4.82593084329	4.72408508703	5.07247084165	4.7852366654	4.81552531441	4.53592348221	5.10859650659	4.9305320409	4.32655214425	4.77157343245	5.0803929241	5.46521135115	5.17727147595	4.82172784648	4.86124924723	4.82906840252	4.93445093338	4.73828072276	4.66335839425	4.8353757822	5.06288662549	4.38814880659	4.78497724332	5.21611612141	5.13196443263	4.64677279815
alpha_rarefaction_200_0.txt	200	0	5.80816262887	4.45894609119	5.36177251636	5.4881101026	5.24643906701	4.98883339556	4.99247044242	5.82189044167	5.50596640413	4.36724667139	5.22454886004	5.30141608307	5.32102257793	5.37296674452	5.22512822653	5.37386476667	4.9064293664	5.44853279848	5.27738070411	5.16342825472	5.618175286	4.76418288037	5.10453554544	5.42315109194	5.20228828622	5.32454024551	4.99652387358
alpha_rarefaction_200_1.txt	200	1	5.83350386166	4.32213988195	5.54115499265	5.57317238061	5.25763404719	4.81158776664	5.29169522912	5.0926868325	5.39509238627	4.1888209982	5.06157800714	5.23337146451	5.51579403693	5.40931788094	5.16107543262	5.42495033411	4.96344156761	5.34224854226	5.35862743535	5.23183222055	5.28655768289	5.19079353516	4.71595450261	4.99855857611	5.37976192399	5.26445801505	5.01216653032
alpha_rarefaction_200_2.txt	200	2	5.71831922624	4.82661450261	5.46264364653	5.44888837336	5.10764605477	4.58420259661	5.25436777409	5.02408164498	5.13017673046	4.15111157852	5.05586597777	5.20624257369	5.42819771711	5.27880483378	5.39618917528	5.12545422838	4.67905353942	5.11441844884	5.19737566495	5.20032994667	5.47698377131	4.99996398988	4.56997944873	5.35612812899	5.44105374715	5.4202753762	5.06104924241
alpha_rarefaction_200_3.txt	200	3	5.52259611299	4.65815946582	5.38045493673	5.40406440386	5.27337512426	4.86604851481	5.30153122355	5.47000093883	5.03683667624	4.38573398234	5.13408083716	5.21293712928	5.44817544427	5.68566570458	5.42869745619	5.23996995502	4.92313728117	5.2289693673	5.23907604369	5.55837594307	5.50248547175	5.18359369232	4.86680295125	5.28352988966	5.17024971487	5.14471633054	4.91220116553
alpha_rarefaction_200_4.txt	200	4	5.61189044167	4.56403402883	5.48728594778	5.24349925799	4.98123374535	4.97755391829	5.08232008863	5.44548192441	5.22758172138	4.09014012304	5.07746531405	5.28493954966	5.37267918058	5.38642190515	5.26822271536	5.34099535014	4.99468500493	5.27502089022	5.20143683461	5.40474558487	5.47908010848	5.0564638166	4.79899274468	5.47037975028	5.23390167941	5.24405623188	4.821564492
alpha_rarefaction_200_5.txt	200	5	5.66158025567	4.8123785549	5.4485023137	5.36319321118	5.33104500904	5.0282659672	5.07692495745	5.65098921951	5.21384807321	4.37980704926	5.05029764554	5.17697679538	5.50541958174	5.56015820846	5.27635086238	5.4011112665	5.24356860368	5.00652779095	5.13676327478	5.1350769673	5.11744891133	5.07079716002	5.29462171504	5.48726540475	5.28370708374	5.19087860502	4.8231447136
alpha_rarefaction_200_6.txt	200	6	5.45613495221	4.72144910427	5.49430395802	5.24344076483	5.22372356941	4.59154853709	5.74509645107	5.34931628627	5.34993102608	4.29829735729	5.16255753631	5.34812684805	5.53930763855	5.34013854713	5.11405669381	5.09181794911	4.92365946972	5.12031346737	5.25086599814	5.46673041408	5.61556398646	5.22216602508	4.88412738498	5.11284716841	5.39487728025	5.31360529224	5.19465932225
alpha_rarefaction_200_7.txt	200	7	5.66262318252	4.59820118855	5.39305382084	5.54583265211	5.17347317642	4.47545630533	5.45812530357	5.35054277152	5.51382261792	4.1609943765	5.12691336417	5.20973434384	5.47617455105	5.10672848187	5.31795559231	5.13429579799	4.76821465982	5.25576031194	4.85479109664	4.94686322903	5.56523036701	5.05439318027	4.95735153811	5.29267710155	5.19197408764	5.41671984628	5.13882543696
alpha_rarefaction_200_8.txt	200	8	5.41263200415	4.6253256973	5.28571811295	5.19481316684	5.24941769138	4.92813309467	5.49271442685	5.2743112961	5.61452435739	3.96867440868	4.97599811708	5.17380898531	5.43386386225	5.26338713188	5.10855140929	5.48555302507	4.91079779085	5.35222983566	5.10269442819	5.03507822652	5.74299755869	5.28148150449	4.65575082737	5.54152817521	5.30956440656	5.16493491129	4.86327758008
alpha_rarefaction_200_9.txt	200	9	5.48453516322	4.45306439476	5.41013036379	5.39648610595	5.13111217678	4.967234473	5.2296384059	5.09383017028	5.22989719143	4.68616493713	5.12882206403	5.32783524213	5.23829832229	5.51176700603	5.37844932107	5.32525111856	5.10175081005	5.32250969282	5.09250003453	5.04304680668	5.39703441138	5.00602896297	5.26942110351	5.24733429135	5.21365478142	5.23327075293	4.90189180493
alpha_rarefaction_200_10.txt	200	10	5.28140558615	4.46963918878	5.48198414462	5.64457836131	5.0303659782	4.6487338164	5.08708321947	5.4522041024	5.22530555346	4.54756647456	5.43789324952	4.89894802838	5.46171991033	5.37695614286	5.22724545039	5.26724225227	5.08946625328	5.50364092254	5.25364948536	5.21748755388	5.39377831708	5.14268171234	4.5214234156	5.22872394623	5.09418132483	5.20986594296	4.68355218873
alpha_rarefaction_200_11.txt	200	11	5.99500184371	4.43559152846	5.3618397399	5.40845567168	5.11130461441	4.6086618483	5.53474772466	5.16441141379	5.37354107917	4.02812797126	5.27505817368	5.17284408161	5.29647527736	5.40720609414	4.94755849969	5.13554829955	4.85251540727	5.30549032159	5.35702040403	5.26700578288	5.41883147866	5.16706859829	5.01173806223	5.23708394152	5.06104990575	5.40538931694	5.05218744572
alpha_rarefaction_200_12.txt	200	12	5.52414445059	4.3939885643	5.60412876294	5.09125422894	5.19309507687	4.8360463546	5.34354601031	4.94140236325	5.31996270837	4.38838286818	5.19616522287	5.05421471576	5.40385443939	5.23312039259	5.17836809793	5.24694437674	5.20326313733	5.34611398681	5.23853831223	5.25309266542	5.319694172	5.3134159136	5.02768096716	5.12430689876	5.30544883607	5.16202741767	5.06795840205
alpha_rarefaction_200_13.txt	200	13	5.69170536512	4.62112047178	5.58308435917	5.56307533187	5.28186828266	4.40503327104	5.44653250138	5.17485631062	5.2478146991	4.58564436746	5.12337807345	5.15054741151	5.31683571602	5.2112274062	5.44840468071	5.207117637	5.16317050585	5.20639692745	5.24132800574	4.98050599404	5.48329546715	5.01467195977	5.24149144379	5.29871597151	5.32625233765	5.25228656026	5.02582481998
alpha_rarefaction_200_14.txt	200	14	5.77962163483	4.41103098519	5.25563408956	5.35961342877	5.1352625003	4.67521416644	5.25800769815	5.22795027501	5.02023377334	4.39744807652	4.91911305855	5.02611861574	5.22483416704	5.17815469272	5.18231324911	5.34744524105	5.12031247829	5.07015200212	5.60085041337	5.33767054508	5.18408937261	5.17943578976	4.83462479867	5.01524319998	5.19001751057	5.39921968976	4.79436173026
alpha_rarefaction_200_15.txt	200	15	5.50130069538	4.52351191793	5.55354867166	5.36545195796	5.08507078056	4.76575277366	5.31737236867	5.21327096477	5.16260092725	4.60910962158	5.18448267583	5.13094422599	5.31490000808	5.32708890093	5.2050861008	5.10563636144	4.76817507184	5.41681952182	5.3103062238	5.03636474578	5.2735296558	5.07670902916	4.92076510541	5.29080214318	5.36854846855	5.34876684855	4.84774307614
alpha_rarefaction_200_16.txt	200	16	5.88764087041	4.57449800016	5.25567971193	5.56026078148	5.1789185419	4.84458534224	5.44064747883	5.33558560941	5.18645222937	4.30363855034	5.11199775829	5.32363833269	5.41322230159	4.98881847457	5.27511749016	5.22957964435	4.8657118494	5.1125388007	5.18092033953	5.23874296209	5.43085135046	5.45244128474	5.04606202197	5.30266291726	5.36571232929	5.1199909734	4.92162368699
alpha_rarefaction_200_17.txt	200	17	5.51284772278	4.64705022633	5.34868857045	5.53667077745	5.18849329982	4.83687915814	4.98574555258	5.31040687544	5.28111969026	4.08364647156	5.34051479415	5.09529919472	5.71450954809	5.29358086135	5.00126206263	5.57237597019	5.08680453669	5.16677664026	5.05570627779	5.5156176429	5.37210813558	5.19622471962	4.92847918803	5.45398182058	5.51664047046	5.10577079563	4.71669378805
alpha_rarefaction_200_18.txt	200	18	5.64224430161	4.62607575352	5.60519986492	5.49175430831	5.11966721998	4.79944056248	5.52304073548	5.48453717279	5.52681880281	4.28658495861	4.84359694186	5.10695342718	5.36706648942	5.36794915289	5.27103404765	5.21502008442	5.14107451627	4.955171482	5.3942132343	4.99380007095	5.32656576305	5.14345147829	4.85968310814	5.17707284815	5.27473220027	5.46021143136	4.88194445696
alpha_rarefaction_200_19.txt	200	19	5.70801539898	4.67777313503	5.38311284023	5.61596197949	5.20444938662	4.94105149242	5.43389281171	5.40387902434	5.28481039191	4.31501444024	5.29154164049	5.23884615516	5.51390014245	5.17409179855	5.41753283431	5.47918704363	4.90591153151	5.25849307036	5.21522392925	5.31245603234	5.49896218317	5.08780617908	4.98583893182	5.50430730381	5.13620419148	5.16185599734	4.97808216167
alpha_rarefaction_200_20.txt	200	20	5.37886936142	4.34027410702	5.62661971891	5.44365294555	5.24757888703	4.81960826473	5.17331820547	5.24052326816	5.36698901711	4.37284282595	5.02006173059	5.27636796647	5.47348331863	5.51725441035	5.12902418968	5.32230459589	5.08909860749	5.07484343163	5.03930714674	5.40630183829	5.25226818087	5.13663070988	4.85035251839	5.08001353378	5.31292630801	5.17112477582	5.09031588626
alpha_rarefaction_200_21.txt	200	21	5.63351696459	4.42999172936	5.26397323291	5.0653766076	4.95965444388	4.67684864334	5.20265517	5.38563754561	5.51360438782	4.25010672837	5.08333948127	5.24974023965	5.34249848	5.72556598624	5.0772819638	5.60008405924	5.13438058949	5.57336437663	5.31370395603	5.07426402669	5.46876827781	5.23964924448	4.79514836451	5.2283863764	5.69777863699	5.17681725533	4.71341314454
alpha_rarefaction_200_22.txt	200	22	5.8263381009	4.47051734585	5.49354540489	5.61539276486	5.29693057791	4.66027321252	5.19136743545	5.43355317297	5.45290646675	4.36624400286	5.12457889917	5.18312754183	5.65796023219	5.43210784804	5.33999538825	5.58215960105	5.40664270332	5.00385209388	4.94412959484	5.06605909661	5.59729211524	5.05387673746	4.74182331854	5.31471106716	5.27622942474	5.2723470034	4.86551124642
alpha_rarefaction_200_23.txt	200	23	5.90009277053	4.45212539764	5.63091758111	5.57396619725	4.96436472656	4.82290860366	5.01119073857	5.23141832253	5.1748962073	4.37392539865	5.0020109977	5.2152466479	5.34408148671	5.51487310631	5.16696038553	5.41776574257	5.04035779134	5.3738430647	5.0048375022	5.22329311459	5.58250690376	5.3514084847	4.94818074619	5.11176569314	5.26694013004	5.60182080305	4.8332663979
alpha_rarefaction_200_24.txt	200	24	5.32555708986	4.89193607707	5.49143868862	5.43961336934	4.86905916041	4.61745573241	5.36391902048	5.32701674428	5.09227601139	4.38106292955	5.17080464471	5.3403998207	5.40772253311	5.20507731624	5.14498812389	5.23253293412	4.93819361074	5.32016323455	4.93684200294	5.26551345996	5.38307607408	4.9695891215	4.99492700445	5.50482339384	5.49586201249	5.1459559971	4.92519764663
alpha_rarefaction_200_25.txt	200	25	5.57292200127	4.50230230765	5.23082860501	5.42455149444	5.14405705728	4.58227103481	5.13927318286	5.19764074114	5.31656578338	4.06136255612	5.15221763714	5.0916864388	5.32138864344	5.31291176867	4.95118195385	5.34877106492	5.11668360124	5.30887088858	5.23519837771	5.68863608306	5.42209516966	5.1694032698	4.73048983071	5.27291764893	5.44020460815	5.15548503724	4.79814907137
alpha_rarefaction_200_26.txt	200	26	5.38255323986	4.5292093231	5.28830437224	5.36391126104	4.83223768375	4.87536139633	5.18652755292	5.298528984	5.30644831616	4.3292653098	5.3536245802	5.24008253207	5.25214628628	5.39517498606	5.29817035423	5.14638402384	5.15608414438	5.23055147712	5.01939393773	5.45649161052	5.24318278764	5.04081167847	4.88394089071	5.39586120467	5.44572439831	5.24898987732	5.04185071887
alpha_rarefaction_200_27.txt	200	27	5.78292027146	4.87284242329	5.67736510552	5.51854593092	5.25918110726	4.96372409983	5.66664470309	5.2663752623	5.44392283931	4.40033789689	5.36174734996	5.19729812083	5.24675802374	5.65345377676	5.30860689232	5.27015144776	4.68388882223	5.01480663116	4.85739787528	5.32630377131	5.53153793917	5.19201968024	4.78751448515	5.12444168579	5.48646995455	5.42058979557	5.06429899326
alpha_rarefaction_200_28.txt	200	28	5.64573098423	4.63067299148	5.65479538223	5.36313727587	5.04713679137	4.66702175279	5.16434510889	5.40838963989	5.26150727518	4.60767430808	5.27635550593	5.35561419498	5.46765571234	5.22469902691	5.00877304182	5.0853741294	5.00756374361	5.45528008535	5.18972618474	5.32463089895	5.43827463195	5.01304934431	5.07305625242	5.15810558063	5.16919492954	5.42781463551	5.02093553429
alpha_rarefaction_200_29.txt	200	29	5.44527641664	4.5746175704	5.53270806812	5.49159972871	5.4005006344	5.13456202428	5.21723276212	5.3400236029	5.11219365206	4.09913527697	5.21855622355	5.37250060121	5.45500105312	5.38111601656	4.88685529863	5.37162980844	5.03222910686	5.23686675596	5.10395680346	5.19464987978	5.16583975722	5.1788596184	5.2245636326	5.31598637355	5.21944562321	5.12521259689	4.77382038681
alpha_rarefaction_300_0.txt	300	0	5.79646162616	4.73849667936	5.72584831231	5.46884362952	5.3482547687	4.87574165142	5.61113792323	5.50667144574	5.44393312739	4.28949596636	5.23347127276	5.1429016728	5.50749242535	5.78893238912	5.28000402779	5.75090050495	5.45945440165	5.56325947589	5.16530408641	5.21059355161	5.64497716692	5.46261936475	5.29031023838	5.41810793335	5.31209013602	5.39337393139	5.14527402453
alpha_rarefaction_300_1.txt	300	1	5.85503160356	4.4461493234	5.68969830444	5.67875269949	5.35584394772	5.00529912007	5.23027139317	5.51095840299	5.57896531294	4.46791680439	5.13070283738	5.25022896022	5.66200477127	5.67904177518	5.3539990875	5.53872716839	5.0078608674	5.42968682361	5.41530123004	5.35482866658	5.46736479082	5.11098203712	4.8207784646	5.5691817067	5.63046828126	5.49690462233	5.25405756974
alpha_rarefaction_300_2.txt	300	2	5.82197889092	4.4759801066	5.40068357912	5.60217310261	5.02910075592	4.92710624205	5.48626454576	5.37753531594	5.24038370408	4.36922212848	5.50247542893	5.43974716834	5.65276551685	5.14784402244	5.3392348253	5.52781245589	5.05167819366	5.41724337722	5.20911386395	5.38720487389	5.62434101393	5.24275693063	5.29680298167	5.40048901567	5.34874049631	5.11117758489	5.21547062018
alpha_rarefaction_300_3.txt	300	3	5.71795287074	4.85163408405	5.52012631508	5.55213106301	5.27266591427	5.20403417163	5.34119383335	5.37237855648	5.44771801394	4.27774124275	5.3888375643	5.44060621526	5.56313093199	5.56066117151	5.42875534103	5.38956316162	5.05920073325	5.44959064657	5.35140767033	5.29122204417	5.64451800274	5.32943956153	5.12541302732	5.74597284989	5.35097013262	5.34688186778	5.08903959835
alpha_rarefaction_300_4.txt	300	4	6.088824756	4.42764227414	5.4167171817	5.73981318845	5.24436455894	4.73727494552	5.48501627215	5.41211601558	5.56851339605	4.32341682074	5.42857436961	5.13360157994	5.63149915959	5.59970917256	5.39643243172	5.45489247379	5.11557425927	5.47450357786	5.29661243333	5.47964133089	5.44825037056	5.32444628818	5.23073017067	5.42722182913	5.32182474759	5.55941632565	5.07088201428
