KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
KO6	0.0	0.116341766011	0.0217769331173	6.0100539617e-05	0.0948214799329	0.0191334360766	0.0096087209772	0.0666257410611	6.86863309909e-05	0.00537470540003	0.0501023855621	0.00943578471987	0.0096767473204	0.0188629836484	0.0096682440275	0.0286550787102	0.0096767473204	0.173827932155	0.179301374156	0.0217684298244	0.130684330501	0.0094915923638	0.15763942252	0.168028230082	0.15273264275
WT8	0.116341766011	0.0	0.11418205606	0.116401866551	0.176995060745	0.135475202088	0.124832591421	0.0532648339872	0.116410452342	0.121716471411	0.10786289876	0.107924332055	0.124900617764	0.0995856975986	0.124892114471	0.144996844722	0.124900617764	0.111093194979	0.117139889689	0.114173448616	0.121896027559	0.125833358375	0.073372690332	0.104928729266	0.120921627201
KO2	0.0217769331173	0.11418205606	0.0	0.0218364561677	0.115687299907	0.0407265213454	0.0121682121402	0.0877624860227	0.0217103836522	0.0270999944729	0.0477756211347	0.0311220520146	0.0121010089843	0.040458667619	0.0122277351905	0.0501566731717	0.0121010089843	0.193811732791	0.199355450398	0.000129111668682	0.151079779069	0.0311773234185	0.17777768329	0.188067367669	0.150664709908
KO5	6.0100539617e-05	0.116401866551	0.0218364561677	0.0	0.0948815804725	0.0191935366163	0.0096682440275	0.0666858416007	0.000128786870608	0.00543480593965	0.0501624861018	0.00949588525948	0.0097362703707	0.018923084188	0.00960929295163	0.0285966968475	0.0097362703707	0.173778275784	0.179252046761	0.0218279528748	0.130744431041	0.00955169290341	0.157588793152	0.167978225124	0.152681718464
OE2	0.0948214799329	0.176995060745	0.115687299907	0.0948815804725	0.0	0.0771644652189	0.103519087767	0.161447220994	0.0948901662639	0.100196185333	0.0906118409134	0.104257264653	0.10358711411	0.0774188467243	0.103578610817	0.0868634702497	0.10358711411	0.113964777074	0.170332546	0.115566629392	0.155829786475	0.0861475651405	0.14776408707	0.146011921398	0.178987563121
WT1	0.0191334360766	0.135475202088	0.0407265213454	0.0191935366163	0.0771644652189	0.0	0.0285583092052	0.0857591771378	0.0192021224076	0.0245081414767	0.0503201362909	0.0285692207965	0.0286263355484	0.037996419725	0.0286178322555	0.0286627102994	0.0286263355484	0.157712069886	0.180784886619	0.0407180180525	0.132201641632	0.0098549920692	0.159413380947	0.169401299619	0.154459882295
WT2	0.0096087209772	0.124832591421	0.0121682121402	0.0096682440275	0.103519087767	0.0285583092052	0.0	0.0755942738826	0.0096767473204	0.0149317823327	0.0592296866962	0.0189538398745	6.80263432015e-05	0.0282904554789	5.95230503012e-05	0.0379884610315	6.80263432015e-05	0.181766389034	0.187187238258	0.0121597088473	0.139037342211	0.0190091112783	0.165733430271	0.17602241468	0.160873798378
WT4	0.0666257410611	0.0532648339872	0.0877624860227	0.0666858416007	0.161447220994	0.0857591771378	0.0755942738826	0.0	0.0666944273921	0.0720004464612	0.116728126623	0.076061525781	0.0756623002258	0.0854887247095	0.0756537969329	0.0952808197714	0.0756623002258	0.114854454221	0.120718599228	0.0877539827298	0.068631193572	0.0761173334249	0.0975103829862	0.108640760177	0.0922533494616
KO7	6.86863309909e-05	0.116410452342	0.0217103836522	0.000128786870608	0.0948901662639	0.0192021224076	0.0096767473204	0.0666944273921	0.0	0.00544339173102	0.0501710718931	0.00950447105086	0.00960937466782	0.0189316699794	0.0097362703707	0.0287237650412	0.00960937466782	0.173771181529	0.179370060487	0.0218364561677	0.130624616296	0.00956027869479	0.157581559888	0.167971081068	0.152801329081
KO3	0.00537470540003	0.121716471411	0.0270999944729	0.00543480593965	0.100196185333	0.0245081414767	0.0149317823327	0.0720004464612	0.00544339173102	0.0	0.0554770909622	0.0148104901199	0.0149998086759	0.0242376890484	0.014991305383	0.0340297841103	0.0149998086759	0.179202637555	0.174866524811	0.02709149118	0.136059035901	0.0148662977638	0.16301412792	0.173402935482	0.15810734815
WT6	0.0501023855621	0.10786289876	0.0477756211347	0.0501624861018	0.0906118409134	0.0503201362909	0.0592296866962	0.116728126623	0.0501710718931	0.0554770909622	0.0	0.059538170282	0.0592977130394	0.0320810930234	0.0592892097465	0.0599350624017	0.0592977130394	0.171931405948	0.177565096745	0.0477670136901	0.180786716064	0.0595939779259	0.155896357677	0.165832232292	0.180606439893
KO9	0.00943578471987	0.107924332055	0.0311220520146	0.00949588525948	0.104257264653	0.0285692207965	0.0189538398745	0.076061525781	0.00950447105086	0.0148104901199	0.059538170282	0.0	0.0190218662177	0.0282987683682	0.0190133629248	0.0380908634301	0.0190218662177	0.165958092266	0.171483672452	0.0311135487217	0.140120115221	0.0189273770837	0.149615376281	0.177464014802	0.162168427469
WT3	0.0096767473204	0.124900617764	0.0121010089843	0.0097362703707	0.10358711411	0.0286263355484	6.80263432015e-05	0.0756623002258	0.00960937466782	0.0149998086759	0.0592977130394	0.0190218662177	0.0	0.0283584818221	0.000127549393503	0.0380564873747	0.0	0.181710723807	0.187255264601	0.0122277351905	0.138978770085	0.0190771376215	0.165676674306	0.175966358685	0.160941824722
KO1	0.0188629836484	0.0995856975986	0.040458667619	0.018923084188	0.0774188467243	0.037996419725	0.0282904554789	0.0854887247095	0.0189316699794	0.0242376890484	0.0320810930234	0.0282987683682	0.0283584818221	0.0	0.0283499785292	0.0475180623586	0.0283584818221	0.158057078355	0.163635409056	0.0403335189996	0.14943609426	0.0282360719361	0.141558344964	0.152146235392	0.171595626398
KO4	0.0096682440275	0.124892114471	0.0122277351905	0.00960929295163	0.103578610817	0.0286178322555	5.95230503012e-05	0.0756537969329	0.0097362703707	0.014991305383	0.0592892097465	0.0190133629248	0.000127549393503	0.0283499785292	0.0	0.0379311957617	0.000127549393503	0.181717682375	0.187138854283	0.0122192318976	0.139096865261	0.0190686343286	0.165683769224	0.175973366101	0.160823848054
WT5	0.0286550787102	0.144996844722	0.0501566731717	0.0285966968475	0.0868634702497	0.0286627102994	0.0379884610315	0.0952808197714	0.0287237650412	0.0340297841103	0.0599350624017	0.0380908634301	0.0380564873747	0.0475180623586	0.0379311957617	0.0	0.0380564873747	0.149586360503	0.155220872885	0.0501481698788	0.141805889618	0.038146671074	0.168906648868	0.161345670691	0.163952828185
