KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
WT6	0.00688296028295	0.00953350209185	0.008187543062	0.0060534014556	0.0195782106959	0.00549256212121	0.00844727124183	0.00677086840162	0.00991852665942	0.00850756807922	0.0	0.00674100499435	0.00819523020361	0.00639863280804	0.00850157808588	0.00672635517472	0.00840299351382	0.0127026806659	0.0185850223723	0.00792964278703	0.0169836015873	0.00744495110136	0.0198803991655	0.0172208850346	0.0114453538701
KO9	0.00419538725097	0.0111687270497	0.0063542315815	0.00390547281278	0.0172668140971	0.00529964064924	0.00532821552137	0.0048698320361	0.0064038194253	0.00899661438035	0.00674100499435	0.0	0.00477183296487	0.00578158747936	0.00551574844257	0.00532320008441	0.00726938034903	0.0119804983044	0.0176653656868	0.0050399948022	0.0138576460276	0.00886050644269	0.0175418902569	0.0161484911395	0.0120324758589
WT3	0.00378030617547	0.0116298697796	0.00509287043465	0.00481296355666	0.0154319347665	0.00693904849627	0.00352334141279	0.00501453313022	0.00653320031213	0.0106948354244	0.00819523020361	0.00477183296487	0.0	0.00586549618929	0.00500329536081	0.00609947661747	0.00637493262111	0.010919470495	0.0159814099283	0.00394487571729	0.01306406807	0.00964519505012	0.0166451197055	0.0150217505408	0.010197052436
KO1	0.00671564569909	0.00952433849169	0.00495577639732	0.00617653851983	0.0176727841199	0.00501346821452	0.00670715642192	0.00655608151761	0.00941298690635	0.00701852706092	0.00639863280804	0.00578158747936	0.00586549618929	0.0	0.0070664237622	0.00716359483586	0.00789725559654	0.0129831662434	0.0185954415693	0.00480883519333	0.0153185728217	0.00695112339303	0.019521819661	0.0174893433139	0.0117009632912
KO4	0.00329023546078	0.0127705586646	0.00564465218509	0.00361682493581	0.0149841125372	0.00765157721758	0.0055024775079	0.00565769539255	0.00445307424038	0.0104559614583	0.00850157808588	0.00551574844257	0.00500329536081	0.0070664237622	0.0	0.00639389676482	0.00604113134041	0.0103851517202	0.0157325877901	0.00576596592892	0.0125600428269	0.0101060122182	0.0158143712666	0.0140485978388	0.0117991875264
WT5	0.00538578166673	0.0114542590814	0.00708301130348	0.00506671586849	0.0158973770556	0.00703304930414	0.00682478346016	0.00683667017135	0.00596176480806	0.0107616156316	0.00672635517472	0.00532320008441	0.00609947661747	0.00716359483586	0.00639389676482	0.0	0.00609803592988	0.0108720219353	0.0166386198286	0.00688008632253	0.0133477925196	0.0102416394252	0.0172750372649	0.0146635983764	0.00997998591998
KO8	0.00508834372103	0.0124907845137	0.00646085957938	0.00498200583269	0.0136807398467	0.00881927149669	0.00550823056634	0.00650688433237	0.0075603897874	0.0109973029851	0.00840299351382	0.00726938034903	0.00637493262111	0.00789725559654	0.00604113134041	0.00609803592988	0.0	0.00793907718118	0.0145533885272	0.00708440764889	0.0110173184433	0.0108948690044	0.0143297777091	0.0122712192019	0.00772506134399
OE6	0.0106621823619	0.0167423393053	0.0115124705643	0.0106510488062	0.00975838528123	0.0135913811784	0.0102125743432	0.0119579346835	0.0112659227831	0.0164270534318	0.0127026806659	0.0119804983044	0.010919470495	0.0129831662434	0.0103851517202	0.0108720219353	0.00793907718118	0.0	0.00932444797665	0.0117725169258	0.00832729993694	0.0159294837375	0.00986737661235	0.00838274994591	0.00652649556047
OE5	0.017043399485	0.0233368928868	0.0184922872339	0.0166802286033	0.00591934533921	0.0203471994202	0.016735931554	0.0177152809076	0.015078594049	0.0229990504483	0.0185850223723	0.0176653656868	0.0159814099283	0.0185954415693	0.0157325877901	0.0166386198286	0.0145533885272	0.00932444797665	0.0	0.0173358378543	0.00728148509238	0.0229193556722	0.00747555384228	0.0063491867941	0.0111806331295
WT7	0.00486581583961	0.0107987173895	0.00456553725604	0.00497710099232	0.0168243797031	0.00682540742049	0.00470811993349	0.00570489498853	0.00800501137784	0.00907473198366	0.00792964278703	0.0050399948022	0.00394487571729	0.00480883519333	0.00576596592892	0.00688008632253	0.00708440764889	0.0117725169258	0.0173358378543	0.0	0.0145627157048	0.00850997848321	0.0179987964474	0.0165347229654	0.0103670122218
OE7	0.0136672859903	0.0201362698695	0.0153925538972	0.0142677649565	0.0061208392828	0.0174204727273	0.0132170177288	0.0151669648579	0.0119426336943	0.0194489304791	0.0169836015873	0.0138576460276	0.01306406807	0.0153185728217	0.0125600428269	0.0133477925196	0.0110173184433	0.00832729993694	0.00728148509238	0.0145627157048	0.0	0.0188382432928	0.0065014115154	0.00553554847694	0.00969266849943
WT9	0.0092706492698	0.00732355761852	0.00802439553671	0.00913205252978	0.0212193525475	0.00709320959693	0.00987103600965	0.0092919374809	0.0128607126752	0.0043748033422	0.00744495110136	0.00886050644269	0.00964519505012	0.00695112339303	0.0101060122182	0.0102416394252	0.0108948690044	0.0159294837375	0.0229193556722	0.00850997848321	0.0188382432928	0.0	0.0227071509644	0.020738509845	0.0150818046294
OE1	0.0172467645846	0.0237560060741	0.0181777537363	0.0169707375358	0.00737408300687	0.0207593798335	0.0163487760167	0.018115440718	0.0146383470169	0.0233831455573	0.0198803991655	0.0175418902569	0.0166451197055	0.019521819661	0.0158143712666	0.0172750372649	0.0143297777091	0.00986737661235	0.00747555384228	0.0179987964474	0.0065014115154	0.0227071509644	0.0	0.00675428809406	0.0111573486198
OE8	0.0154741889204	0.021163495666	0.0167789822161	0.0151110797793	0.00675578667322	0.0191611686684	0.014718816426	0.0162978991298	0.0135797246107	0.02144561202	0.0172208850346	0.0161484911395	0.0150217505408	0.0174893433139	0.0140485978388	0.0146635983764	0.0122712192019	0.00838274994591	0.0063491867941	0.0165347229654	0.00553554847694	0.020738509845	0.00675428809406	0.0	0.0108293461668
OE9	0.0108376386274	0.0155682649271	0.010526852115	0.0105330816439	0.0120202720294	0.0126597797772	0.0100004241628	0.0117311194204	0.0126473013847	0.0154226381874	0.0114453538701	0.0120324758589	0.010197052436	0.0117009632912	0.0117991875264	0.00997998591998	0.00772506134399	0.00652649556047	0.0111806331295	0.0103670122218	0.00969266849943	0.0150818046294	0.0111573486198	0.0108293461668	0.0
